text,intent
Không gian yên tĩnh. Giá cả hợp lý.,positive
Phòng quá nhỏ. Phòng có mùi khó chịu. Dịch vụ kém.,negative
Thiếu tiện nghi. Bữa sáng nghèo nàn.,negative
Khó chịu. Không giống hình ảnh. Phòng có mùi khó chịu. Cực kỳ tệ.,negative
Phòng ốc đẹp. Nhân viên thân thiện. Không gian yên tĩnh. Dịch vụ tuyệt vời.,positive
Đáng đồng tiền. Homestay sạch sẽ. Trang thiết bị hiện đại.,positive
Sạch sẽ và tiện nghi. Nhân viên thân thiện. Thái độ nhân viên rất tốt. Rất hài lòng.,positive
Ăn sáng ngon. Phòng ốc đẹp. Giá cả hợp lý.,positive
Nhân viên không hỗ trợ khách hàng.,negative
Check-in nhanh chóng. Dịch vụ tuyệt vời.,positive
Thái độ nhân viên không tốt. Kém chất lượng. Bữa sáng nghèo nàn. Nhân viên lạnh nhạt.,negative
Dịch vụ kém. Phòng bẩn.,negative
Ăn sáng ngon. Vị trí thuận tiện. Nhân viên thân thiện. Sạch sẽ và tiện nghi.,positive
Nhân viên thân thiện. Thái độ nhân viên rất tốt.,positive
Chắc chắn sẽ quay lại. Check-in nhanh chóng.,positive
Giá quá cao. Không quay lại lần sau. Khó chịu.,negative
Check-in chậm. Phòng bẩn. Dịch vụ kém. Giá quá cao.,negative
Sạch sẽ và tiện nghi. Chắc chắn sẽ quay lại. Phục vụ chu đáo. Không gian yên tĩnh.,positive
Check-in nhanh chóng. Nhân viên thân thiện. Dịch vụ tuyệt vời.,positive
Homestay sạch sẽ. Giá cả hợp lý.,positive
Không đáng tiền. Thiếu tiện nghi. Check-in chậm.,negative
Dịch vụ kém. Vị trí xa trung tâm. Phòng có mùi khó chịu. Bữa sáng nghèo nàn.,negative
Không gian yên tĩnh. Tuyệt vời.,positive
Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt. Nhân viên thân thiện.,positive
Thái độ nhân viên rất tốt. Vị trí thuận tiện. Tuyệt vời. Không gian yên tĩnh.,positive
Phòng có mùi khó chịu. Giá quá cao. Kém chất lượng. Thiếu tiện nghi.,negative
Thái độ nhân viên rất tốt. Tuyệt vời. Rất hài lòng. Phục vụ chu đáo.,positive
Cực kỳ tệ. Thiếu tiện nghi.,negative
Ăn sáng ngon. Thái độ nhân viên rất tốt. Check-in nhanh chóng. Phục vụ chu đáo.,positive
Ăn sáng ngon. Đáng đồng tiền.,positive
Nhân viên thân thiện. Giá cả hợp lý.,positive
Dịch vụ tuyệt vời. Homestay sạch sẽ. Nhân viên thân thiện.,positive
Vị trí xa trung tâm. Rất thất vọng.,negative
Dịch vụ kém. Phòng có mùi khó chịu. Khó chịu.,negative
Đáng đồng tiền. Dịch vụ tuyệt vời. Chắc chắn sẽ quay lại.,positive
Rất thất vọng. Giá quá cao. Thái độ nhân viên không tốt.,negative
Phòng ốc đẹp. Giá cả hợp lý. Đáng đồng tiền. Rất tốt.,positive
Giá quá cao. Dịch vụ kém.,negative
Thái độ nhân viên rất tốt. Đáng đồng tiền. Dịch vụ tuyệt vời.,positive
Dịch vụ kém. Thái độ nhân viên không tốt. Không giống hình ảnh. Khó chịu.,negative
Chắc chắn sẽ quay lại. Dịch vụ tuyệt vời. Không gian yên tĩnh. Vị trí thuận tiện.,positive
Tuyệt vời. Đáng đồng tiền.,positive
Rất tốt. Vị trí thuận tiện. Chắc chắn sẽ quay lại. Rất hài lòng.,positive
Không gian yên tĩnh. Thái độ nhân viên rất tốt.,positive
Kém chất lượng. Không giống hình ảnh. Khó chịu.,negative
Kém chất lượng. Phòng bẩn.,negative
Không gian yên tĩnh. Dịch vụ tuyệt vời.,positive
Trang thiết bị hiện đại. Tuyệt vời.,positive
Phòng ốc đẹp. Chắc chắn sẽ quay lại. Vị trí thuận tiện. Trang thiết bị hiện đại.,positive
Check-in chậm. Giá quá cao. Dịch vụ kém.,negative
Phòng ốc đẹp. Vị trí thuận tiện.,positive
"Homestay có máy lọc không khí, không gian trong lành.",positive
Dịch vụ tuyệt vời. Rất tốt.,positive
Bữa sáng nghèo nàn. Khó chịu. Rất thất vọng. Phòng bẩn.,negative
Giá quá cao. Thái độ nhân viên không tốt. Không quay lại lần sau. Phòng bẩn.,negative
Giá cả hợp lý. Ăn sáng ngon.,positive
Thái độ nhân viên rất tốt. Phòng ốc đẹp.,positive
Không đáng tiền. Thái độ nhân viên không tốt.,negative
Không đáng tiền. Phòng bẩn.,negative
Giá cả hợp lý. Phục vụ chu đáo. Ăn sáng ngon.,positive
Phòng bẩn. Vị trí xa trung tâm. Giá quá cao.,negative
Phòng ốc đẹp. Trang thiết bị hiện đại.,positive
Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Cực kỳ tệ. Bữa sáng nghèo nàn. Khó chịu.,negative
Không gian yên tĩnh. Đáng đồng tiền. Rất tốt. Phục vụ chu đáo.,positive
Nhân viên lạnh nhạt. Phòng có mùi khó chịu. Dịch vụ kém.,negative
Không quay lại lần sau. Bữa sáng nghèo nàn. Rất thất vọng.,negative
Không gian yên tĩnh. Phòng ốc đẹp. Thái độ nhân viên rất tốt.,positive
Dịch vụ kém. Cực kỳ tệ.,negative
Nhân viên thân thiện. Homestay sạch sẽ. Tuyệt vời.,positive
Bữa sáng nghèo nàn. Không đáng tiền. Thiếu tiện nghi. Cực kỳ tệ.,negative
Kém chất lượng. Cực kỳ tệ. Bữa sáng nghèo nàn. Không giống hình ảnh.,negative
Phòng bẩn. Vị trí xa trung tâm. Thái độ nhân viên không tốt.,negative
Nhân viên thân thiện. Chắc chắn sẽ quay lại. Phòng ốc đẹp. Không gian yên tĩnh.,positive
Homestay không có dịch vụ hỗ trợ đặt vé xe khách ghế ngồi.,negative
Phòng có mùi khó chịu. Không đáng tiền.,negative
Đáng đồng tiền. Thái độ nhân viên rất tốt.,positive
Phòng ốc đẹp. Giá cả hợp lý. Không gian yên tĩnh.,positive
Thái độ nhân viên không tốt. Thiếu tiện nghi.,negative
Không đáng tiền. Thái độ nhân viên không tốt.,negative
Sạch sẽ và tiện nghi. Ăn sáng ngon. Nhân viên thân thiện.,positive
Check-in nhanh chóng. Homestay sạch sẽ.,positive
Homestay sạch sẽ. Thái độ nhân viên rất tốt. Dịch vụ tuyệt vời. Chắc chắn sẽ quay lại.,positive
Không đáng tiền. Rất thất vọng. Giá quá cao.,negative
Không giống hình ảnh. Vị trí xa trung tâm. Rất thất vọng. Giá quá cao.,negative
Check-in chậm. Rất thất vọng. Khó chịu. Phòng bẩn.,negative
Dịch vụ tuyệt vời. Sạch sẽ và tiện nghi.,positive
Check-in nhanh chóng. Homestay sạch sẽ.,positive
Thái độ nhân viên rất tốt. Ăn sáng ngon. Phòng ốc đẹp.,positive
Phòng có mùi khó chịu. Nhân viên lạnh nhạt. Dịch vụ kém.,negative
Tuyệt vời. Đáng đồng tiền. Giá cả hợp lý.,positive
Dịch vụ tuyệt vời. Vị trí thuận tiện. Thái độ nhân viên rất tốt. Tuyệt vời.,positive
Không quay lại lần sau. Thiếu tiện nghi. Phòng quá nhỏ. Bữa sáng nghèo nàn.,negative
Rất tốt. Ăn sáng ngon. Thái độ nhân viên rất tốt.,positive
Khó chịu. Phòng có mùi khó chịu.,negative
Homestay sạch sẽ. Sạch sẽ và tiện nghi. Rất hài lòng. Nhân viên thân thiện.,positive
Dịch vụ tuyệt vời. Phục vụ chu đáo.,positive
Cực kỳ tệ. Nhân viên lạnh nhạt.,negative
Rất hài lòng. Tuyệt vời. Không gian yên tĩnh. Sạch sẽ và tiện nghi.,positive
Cực kỳ tệ. Không đáng tiền.,negative
Không đáng tiền. Thái độ nhân viên không tốt.,negative
Bữa sáng nghèo nàn. Không giống hình ảnh. Nhân viên lạnh nhạt. Check-in chậm.,negative
Nhân viên lạnh nhạt. Phòng quá nhỏ. Cực kỳ tệ.,negative
Giá cả hợp lý. Vị trí thuận tiện.,positive
Dịch vụ tuyệt vời. Chắc chắn sẽ quay lại. Không gian yên tĩnh. Rất hài lòng.,positive
Check-in chậm. Giá quá cao.,negative
Không đáng tiền. Thiếu tiện nghi. Khó chịu.,negative
Không giống hình ảnh. Phòng bẩn. Kém chất lượng.,negative
Phòng có mùi khó chịu. Không giống hình ảnh.,negative
Thái độ nhân viên rất tốt. Vị trí thuận tiện.,positive
Giá quá cao. Phòng bẩn. Dịch vụ kém.,negative
Khó chịu. Phòng quá nhỏ. Cực kỳ tệ. Rất thất vọng.,negative
Rất hài lòng. Đáng đồng tiền.,positive
Phòng ốc đẹp. Rất hài lòng. Phục vụ chu đáo.,positive
Không gian yên tĩnh. Nhân viên thân thiện.,positive
Không gian yên tĩnh. Phục vụ chu đáo.,positive
Không gian yên tĩnh. Chắc chắn sẽ quay lại. Phục vụ chu đáo.,positive
Chắc chắn sẽ quay lại. Nhân viên thân thiện. Thái độ nhân viên rất tốt.,positive
Homestay không có két sắt điện tử.,negative
Phòng có mùi khó chịu. Check-in chậm. Dịch vụ kém.,negative
Vị trí xa trung tâm. Thiếu tiện nghi. Không quay lại lần sau. Phòng quá nhỏ.,negative
Trang thiết bị hiện đại. Ăn sáng ngon.,positive
Chắc chắn sẽ quay lại. Tuyệt vời. Rất hài lòng.,positive
Check-in nhanh chóng. Ăn sáng ngon.,positive
Kém chất lượng. Giá quá cao. Không đáng tiền. Thiếu tiện nghi.,negative
Nhân viên thân thiện. Phục vụ chu đáo. Ăn sáng ngon.,positive
Khó chịu. Bữa sáng nghèo nàn. Không quay lại lần sau.,negative
Cực kỳ tệ. Không quay lại lần sau.,negative
Check-in chậm. Vị trí xa trung tâm.,negative
Phòng quá nhỏ. Bữa sáng nghèo nàn.,negative
Dịch vụ kém. Không giống hình ảnh. Thái độ nhân viên không tốt. Nhân viên lạnh nhạt.,negative
Thiếu tiện nghi. Phòng quá nhỏ.,negative
Thái độ nhân viên không tốt. Phòng có mùi khó chịu. Không đáng tiền. Check-in chậm.,negative
Giá cả hợp lý. Thái độ nhân viên rất tốt. Ăn sáng ngon.,positive
Vị trí xa trung tâm. Không giống hình ảnh. Dịch vụ kém. Giá quá cao.,negative
Không gian yên tĩnh. Chắc chắn sẽ quay lại. Giá cả hợp lý. Phòng ốc đẹp.,positive
Giá quá cao. Khó chịu.,negative
Giá cả hợp lý. Nhân viên thân thiện. Thái độ nhân viên rất tốt.,positive
Homestay sạch sẽ. Đáng đồng tiền. Vị trí thuận tiện. Ăn sáng ngon.,positive
Phòng bẩn. Rất thất vọng. Giá quá cao.,negative
Ăn sáng ngon. Homestay sạch sẽ.,positive
Phòng bẩn. Giá quá cao.,negative
Thái độ nhân viên không tốt. Check-in chậm. Rất thất vọng. Không giống hình ảnh.,negative
Không quay lại lần sau. Phòng có mùi khó chịu.,negative
Check-in chậm. Dịch vụ kém. Không giống hình ảnh.,negative
Không quay lại lần sau. Check-in chậm.,negative
Thái độ nhân viên rất tốt. Check-in nhanh chóng.,positive
Thái độ nhân viên rất tốt. Rất tốt.,positive
Ăn sáng ngon. Phòng ốc đẹp. Thái độ nhân viên rất tốt. Tuyệt vời.,positive
Tuyệt vời. Dịch vụ tuyệt vời. Homestay sạch sẽ. Thái độ nhân viên rất tốt.,positive
Tuyệt vời. Vị trí thuận tiện.,positive
Dịch vụ tuyệt vời. Tuyệt vời. Thái độ nhân viên rất tốt. Không gian yên tĩnh.,positive
Trang thiết bị hiện đại. Thái độ nhân viên rất tốt. Giá cả hợp lý. Tuyệt vời.,positive
Check-in chậm. Bữa sáng nghèo nàn.,negative
Phòng bẩn. Dịch vụ kém. Cực kỳ tệ. Giá quá cao.,negative
Khó chịu. Kém chất lượng. Thái độ nhân viên không tốt.,negative
Nhân viên lạnh nhạt. Phòng quá nhỏ.,negative
Thiếu tiện nghi. Không giống hình ảnh. Rất thất vọng.,negative
Phòng bẩn. Phòng quá nhỏ.,negative
Không gian yên tĩnh. Chắc chắn sẽ quay lại.,positive
Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Nhân viên thân thiện. Chắc chắn sẽ quay lại.,positive
Trang thiết bị hiện đại. Homestay sạch sẽ. Tuyệt vời. Đáng đồng tiền.,positive
Phòng quá nhỏ. Giá quá cao.,negative
Tuyệt vời. Dịch vụ tuyệt vời.,positive
Cực kỳ tệ. Nhân viên lạnh nhạt.,negative
Thái độ nhân viên không tốt. Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Không gian yên tĩnh. Check-in nhanh chóng.,positive
Dịch vụ kém. Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Khó chịu. Cực kỳ tệ. Không quay lại lần sau. Thiếu tiện nghi.,negative
Phòng ốc đẹp. Ăn sáng ngon. Đáng đồng tiền. Phục vụ chu đáo.,positive
Kém chất lượng. Không giống hình ảnh.,negative
Check-in nhanh chóng. Sạch sẽ và tiện nghi. Phục vụ chu đáo.,positive
Thái độ nhân viên rất tốt. Không gian yên tĩnh. Phòng ốc đẹp. Dịch vụ tuyệt vời.,positive
Phòng ốc đẹp. Rất hài lòng.,positive
Ăn sáng ngon. Phục vụ chu đáo.,positive
Dịch vụ kém. Thái độ nhân viên không tốt. Nhân viên lạnh nhạt.,negative
Phòng có mùi khó chịu. Không đáng tiền. Bữa sáng nghèo nàn.,negative
Tuyệt vời. Trang thiết bị hiện đại.,positive
Rất thất vọng. Bữa sáng nghèo nàn. Thái độ nhân viên không tốt.,negative
Dịch vụ tuyệt vời. Phục vụ chu đáo.,positive
Cực kỳ tệ. Dịch vụ kém. Không đáng tiền. Nhân viên lạnh nhạt.,negative
Check-in nhanh chóng. Trang thiết bị hiện đại. Tuyệt vời. Ăn sáng ngon.,positive
Phòng có mùi khó chịu. Không giống hình ảnh. Không đáng tiền.,negative
Thái độ nhân viên rất tốt. Phòng ốc đẹp. Vị trí thuận tiện. Chắc chắn sẽ quay lại.,positive
Không đáng tiền. Cực kỳ tệ. Khó chịu.,negative
Rất hài lòng. Sạch sẽ và tiện nghi.,positive
Kém chất lượng. Vị trí xa trung tâm. Phòng có mùi khó chịu.,negative
Sạch sẽ và tiện nghi. Vị trí thuận tiện.,positive
Chắc chắn sẽ quay lại. Rất tốt.,positive
Nhân viên thân thiện. Homestay sạch sẽ.,positive
Không gian yên tĩnh. Sạch sẽ và tiện nghi. Tuyệt vời. Giá cả hợp lý.,positive
Sạch sẽ và tiện nghi. Ăn sáng ngon. Không gian yên tĩnh.,positive
Không giống hình ảnh. Bữa sáng nghèo nàn. Dịch vụ kém. Nhân viên lạnh nhạt.,negative
Thái độ nhân viên rất tốt. Rất hài lòng. Nhân viên thân thiện. Sạch sẽ và tiện nghi.,positive
Phòng quá nhỏ. Không giống hình ảnh.,negative
Rất tốt. Trang thiết bị hiện đại.,positive
Vị trí thuận tiện. Dịch vụ tuyệt vời. Phục vụ chu đáo.,positive
Phòng ốc đẹp. Trang thiết bị hiện đại. Tuyệt vời. Chắc chắn sẽ quay lại.,positive
Không đáng tiền. Nhân viên lạnh nhạt.,negative
Không gian yên tĩnh. Homestay sạch sẽ. Check-in nhanh chóng.,positive
Phòng có mùi khó chịu. Không giống hình ảnh.,negative
Dịch vụ tuyệt vời. Check-in nhanh chóng. Chắc chắn sẽ quay lại. Thái độ nhân viên rất tốt.,positive
Dịch vụ tuyệt vời. Ăn sáng ngon.,positive
Phòng ốc đẹp. Trang thiết bị hiện đại. Sạch sẽ và tiện nghi.,positive
Phòng bẩn. Không quay lại lần sau. Không giống hình ảnh. Dịch vụ kém.,negative
Trang thiết bị hiện đại. Check-in nhanh chóng. Homestay sạch sẽ.,positive
Phòng ốc đẹp. Không gian yên tĩnh. Rất hài lòng.,positive
Thái độ nhân viên rất tốt. Vị trí thuận tiện. Nhân viên thân thiện.,positive
Phòng ốc đẹp. Chắc chắn sẽ quay lại.,positive
Check-in nhanh chóng. Phòng ốc đẹp.,positive
Nhân viên lạnh nhạt. Vị trí xa trung tâm.,negative
Nhân viên thân thiện. Rất hài lòng.,positive
Thái độ nhân viên rất tốt. Trang thiết bị hiện đại. Dịch vụ tuyệt vời. Vị trí thuận tiện.,positive
Dịch vụ tuyệt vời. Đáng đồng tiền.,positive
Đáng đồng tiền. Phòng ốc đẹp. Nhân viên thân thiện. Vị trí thuận tiện.,positive
Không giống hình ảnh. Không đáng tiền. Phòng bẩn.,negative
Thiếu tiện nghi. Phòng quá nhỏ. Phòng bẩn.,negative
Check-in nhanh chóng. Nhân viên thân thiện. Homestay sạch sẽ.,positive
Ăn sáng ngon. Check-in nhanh chóng. Rất hài lòng. Đáng đồng tiền.,positive
